Slot,Item,Members,Value,HighAlch,Weight,Speed,WeaponType,AStab,ASlash,ACrush,AMagic,ARange,DStab,DSlash,DCrush,DMagic,DRange,MeleeStr,RangeStr,MagicDmg%,Prayer,Requirements
cape,Decorative armour (l),yes,45000,27000,8.164,,,0,0,0,0,0,4,4,4,4,4,0,0,0,0,defence 30
cape,Defence cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,defence 99
cape,Defence cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,defence 99
cape,Diving apparatus,yes,1,0,10.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Eagle cape,yes,1,0,0.226,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Explorer backpack,yes,1550,930,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Extradimensional bag,yes,10,6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Farming cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,farming 99
cape,Farming cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,farming 99
cape,Fire cape,yes,65007,39004,1.814,,,1,1,1,1,1,11,11,11,11,11,4,0,0,2,
cape,Fire cape (l),yes,65007,39004,1.814,,,1,1,1,1,1,11,11,11,11,11,4,0,0,2,
cape,Fire max cape,yes,99000,59400,0.453,,,1,1,1,1,1,11,11,11,11,11,4,0,0,2,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Fire max cape (l),yes,99000,59400,0.453,,,1,1,1,1,1,11,11,11,11,11,4,0,0,2,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Firemaking cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,firemaking 99
cape,Firemaking cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,firemaking 99
cape,Fish sack,yes,1000,600,2.267,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Fish sack barrel,yes,1000,600,2.267,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Fishing cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,fishing 99
cape,Fishing cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,fishing 99
cape,Fletching cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,fletching 99
cape,Fletching cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,fletching 99
cape,Fremennik black cloak,yes,250,150,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Fremennik blue cloak,yes,250,150,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Fremennik brown cloak,yes,250,150,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Fremennik cyan cloak,yes,250,150,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Fremennik green cloak,yes,250,150,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Fremennik grey cloak,yes,250,150,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Fremennik pink cloak,yes,250,150,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Fremennik purple cloak,yes,250,150,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Fremennik red cloak,yes,250,150,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Fremennik teal cloak,yes,250,150,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Fremennik yellow cloak,yes,250,150,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Gauntlet cape,yes,20000,0,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Ghostly cloak,yes,25,15,0.001,,,0,0,0,5,0,0,0,0,5,0,0,0,0,0,
cape,Gold coffin,yes,1,0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Graceful cape,yes,40,24,0.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Grain,yes,1,0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Green cape,no,32,19,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Guthix cape,yes,10,6,0.453,,,0,0,0,10,0,1,1,2,10,0,0,0,0,0,magic 60
cape,Guthix cloak,yes,2000,1200,0.4,,,0,0,0,1,0,3,3,3,3,3,0,0,0,3,prayer 40
cape,Guthix max cape,yes,99000,0,0.453,,,0,0,0,10,0,1,1,2,10,0,0,0,0,0,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Ham cloak,yes,75,45,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Herblore cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,herblore 99
cape,Herblore cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,herblore 99
cape,Hitpoints cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,hitpoints 99
cape,Hitpoints cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,hitpoints 99
cape,Hooded cloak,no,1,0,0.001,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Hunter cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,hunter 99
cape,Hunter cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,hunter 99
cape,Imbued guthix cape,yes,80000,48000,0.453,,,0,0,0,15,0,3,3,3,15,0,0,0,2,0,magic 50
cape,Imbued guthix cape (l),yes,80000,48000,0.453,,,0,0,0,15,0,3,3,3,15,0,0,0,2,0,magic 75
cape,Imbued guthix max cape,yes,99000,59400,0.453,,,0,0,0,15,0,3,3,3,15,0,0,0,2,0,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Imbued guthix max cape (l),yes,99000,59400,0.453,,,0,0,0,15,0,3,3,3,15,0,0,0,2,0,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Imbued saradomin cape,yes,80000,48000,0.453,,,0,0,0,15,0,3,3,3,15,0,0,0,2,0,magic 50
cape,Imbued saradomin cape (l),yes,80000,48000,0.453,,,0,0,0,15,0,3,3,3,15,0,0,0,2,0,magic 75
cape,Imbued saradomin max cape,yes,99000,59400,0.453,,,0,0,0,15,0,3,3,3,15,0,0,0,2,0,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Imbued saradomin max cape (l),yes,99000,59400,0.453,,,0,0,0,15,0,3,3,3,15,0,0,0,2,0,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Imbued zamorak cape,yes,80000,48000,0.453,,,0,0,0,15,0,3,3,3,15,0,0,0,2,0,magic 50
cape,Imbued zamorak cape (l),yes,80000,48000,0.453,,,0,0,0,15,0,3,3,3,15,0,0,0,2,0,magic 75
cape,Imbued zamorak max cape,yes,99000,59400,0.453,,,0,0,0,15,0,3,3,3,15,0,0,0,2,0,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Imbued zamorak max cape (l),yes,99000,59400,0.453,,,0,0,0,15,0,3,3,3,15,0,0,0,2,0,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Infernal cape,yes,80000,48000,1.814,,,4,4,4,1,1,12,12,12,12,12,8,0,0,2,
cape,Infernal cape (l),yes,80000,48000,1.814,,,4,4,4,1,1,12,12,12,12,12,8,0,0,2,
cape,Infernal max cape,yes,99000,59400,0.453,,,4,4,4,1,1,12,12,12,12,12,8,0,0,2,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Infernal max cape (l),yes,99000,59400,0.453,,,4,4,4,1,1,12,12,12,12,12,8,0,0,2,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Jester cape,no,1000,600,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Karamjan monkey,yes,1,0,0.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Kruk jr,yes,1,0,0.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Lunar cape,yes,2,1,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,"magic 65, defence 40"
cape,Magic cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,magic 99
cape,Magic cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,magic 99
cape,Maniacal monkey,yes,1,0,0.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Max cape,yes,99000,59400,0.4,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Mining cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,mining 99
cape,Mining cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,mining 99
cape,Monkey,yes,1,0,0.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Moonclan cape,yes,200,120,0.453,,,0,0,0,2,-2,0,1,1,2,-2,0,0,0,0,
cape,Mourner cloak,yes,50,30,2.267,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Music cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,
cape,Music cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,
cape,Mythical cape,yes,10000,6000,1.814,,,0,0,6,0,0,8,8,8,8,8,1,0,0,1,
cape,Mythical max cape,yes,99000,0,0.453,,,0,0,6,0,0,8,8,8,8,8,1,0,0,1,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Obsidian cape,yes,60000,36000,1.814,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,
cape,Obsidian cape (r),yes,60000,36000,1.814,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,
cape,Open black coffin,yes,1,0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Open bronze coffin,yes,1,0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Open fish sack barrel,yes,1000,600,2.267,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Open gold coffin,yes,1,0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Open silver coffin,yes,1,0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Open steel coffin,yes,1,0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Orange cape,no,32,19,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Ornate cape,no,1,0,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Pink cape,yes,1,0,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Prayer cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,prayer 99
cape,Prayer cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,prayer 99
cape,Princely monkey,yes,1,0,0.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Purple cape,no,32,19,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Quest point cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,
cape,Quest point cape (t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,
cape,Ranging cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,ranged 99
cape,Ranging cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,ranged 99
cape,Red cape,no,2,1,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Runecraft cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,runecraft 99
cape,Runecraft cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,runecraft 99
cape,Sack of presents,no,1,0,0.003,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Saradomin cape,yes,10,6,0.453,,,0,0,0,10,0,1,1,2,10,0,0,0,0,0,magic 60
cape,Saradomin cloak,yes,2000,1200,0.4,,,0,0,0,1,0,3,3,3,3,3,0,0,0,3,prayer 40
cape,Saradomin max cape,yes,99000,0,0.453,,,0,0,0,10,0,1,1,2,10,0,0,0,0,0,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Scroll sack,yes,5,3,0.435,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Shoulder parrot,no,1000,600,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Silver coffin,yes,1,0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Sinhaza shroud tier 1,yes,10,6,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Sinhaza shroud tier 2,yes,10,6,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Sinhaza shroud tier 3,yes,10,6,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Sinhaza shroud tier 4,yes,10,6,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Sinhaza shroud tier 5,yes,10,6,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Skeleton monkey,yes,1,0,0.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Slayer cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,slayer 99
cape,Slayer cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,slayer 99
cape,Smithing cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,smithing 99
cape,Smithing cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,smithing 99
cape,Snow imp costume tail,no,1,0,0.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Soul cape,yes,1,0,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,prayer 70
cape,Spotted cape,yes,400,240,0.4,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,hunter 40
cape,Spottier cape,yes,800,480,0.4,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,hunter 66
cape,Steel coffin,yes,1,0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Strength cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,strength 99
cape,Strength cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,strength 99
cape,Team cape i,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team cape x,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team cape zero,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-1 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-10 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-11 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-12 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-13 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-14 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-15 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-16 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-17 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-18 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-19 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-2 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-20 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-21 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-22 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-23 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-24 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-25 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-26 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-27 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-28 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-29 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-3 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-30 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-31 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-32 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-33 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-34 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-35 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-36 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-37 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-38 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-39 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-4 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-40 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-41 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-42 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-43 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-44 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-45 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-46 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-47 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-48 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-49 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-5 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-50 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-6 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-7 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-8 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Team-9 cape,no,50,30,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Thieving bag,yes,1000,600,0.435,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Thieving cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,thieving 99
cape,Thieving cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,thieving 99
cape,Victor's cape (1),no,4,2,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Victor's cape (10),no,4,2,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Victor's cape (100),no,4,2,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Victor's cape (1000),no,4,2,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Victor's cape (50),no,4,2,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Victor's cape (500),no,4,2,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Wolf cloak,no,1000,600,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Woodcut. cape(t),yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,4,woodcutting 99
cape,Woodcutting cape,yes,99000,59400,0.453,,,0,0,0,0,0,9,9,9,9,9,0,0,0,0,woodcutting 99
cape,Xeric's champion,yes,400,240,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Xeric's general,yes,400,240,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Xeric's guard,yes,400,240,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Xeric's sentinel,yes,400,240,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Xeric's warrior,yes,400,240,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cape,Yellow cape,no,32,19,0.453,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,
cape,Zamorak cape,yes,10,6,0.453,,,0,0,0,10,0,1,1,2,10,0,0,0,0,0,magic 60
cape,Zamorak cloak,yes,2000,1200,0.4,,,0,0,0,1,0,3,3,3,3,3,0,0,0,3,prayer 40
cape,Zamorak max cape,yes,99000,0,0.453,,,0,0,0,10,0,1,1,2,10,0,0,0,0,0,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
cape,Zombie monkey,yes,1,0,0.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
neck,'perfect' necklace,yes,2175,1305,0.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
neck,10th squad sigil,yes,1,0,0.085,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
neck,20th anniversary necklace,no,0,0,0.141,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
neck,3rd age amulet,yes,50500,30300,0.003,,,0,0,0,15,0,0,0,0,10,0,0,0,0,0,"magic 65, defence 30"
neck,Amulet of accuracy,no,100,60,0.01,,,4,4,4,4,4,0,0,0,0,0,0,0,0,0,
neck,Amulet of avarice,yes,45000,27000,0.01,,,10,10,10,10,10,3,3,3,3,3,6,0,0,3,
neck,Amulet of blood fury,yes,402000,241200,0.02,,,10,10,10,10,10,15,15,15,15,15,8,0,0,5,
neck,Amulet of bounty,yes,900,540,0.007,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
neck,Amulet of chemistry,yes,1050,630,0.007,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
neck,Amulet of defence,no,1275,765,0.01,,,0,0,0,0,0,7,7,7,7,7,0,0,0,0,
neck,Amulet of defence (t),no,1275,765,0.01,,,0,0,0,0,0,7,7,7,7,7,0,0,0,0,
